Id_Cliente,Targa,Nome,Cognome,Age,Marca,NumCilindri,Cv,Prezzo,Data_Immatricolazione,Data_Acquisto,Data_Assicurazione,Codice_Rischio
246,BK424BK,Regalino,Amato,26,Subaru,four,82,7775,1990/03/23,1992/02/19,1995/04/23,3
247,CI275AU,Manin,Napolitano,30,Audi,five,160,16500,2010/02/14,2011/12/27,2016/03/27,3
248,BJ802AX,Diodoro,Fusco,25,Volvo,four,114,16845,2013/02/19,2013/07/23,2014/07/11,2
249,AQ870GT,Ferminio,Fiore,35,Porsche,six,207,37028,2005/05/21,2012/01/07,2015/08/23,2
250,CK772HC,Nicla,Bianchi,87,Mitsubishi,four,68,6669,2006/09/14,2014/11/10,2015/01/03,3
251,CX766GQ,Vinicio,Caruso,84,Volkswagen,five,110,13295,2000/09/12,2014/03/16,2014/03/19,3
252,DM364MJ,Tomasso,Sanna,37,Volkswagen,five,110,13295,2003/05/28,2011/01/03,2013/12/18,2
253,BN368AO,Roi,Lombardi,31,Dodge,four,145,12964,1998/09/15,2003/10/11,2011/08/17,3
254,CM565TQ,Rossello,Lombardi,50,Mercedes-benz,five,123,25552,2011/12/23,2012/04/16,2012/05/07,2
255,AU450MD,Gigliana,Rizzi,89,Audi,five,160,16500,1992/01/10,1997/03/14,2006/05/13,1
256,AH617RX,Giosaffatto,Gentile,21,Porsche,six,207,32528,2003/10/19,2012/07/03,2013/02/28,3
257,BT833PA,Gigi,Ceccarelli,69,Plymouth,four,68,6692,1996/06/14,2013/08/18,2015/03/16,3
258,CA543TM,Brunildo,Ruggeri,69,Honda,four,86,7895,1991/02/16,2002/01/26,2006/12/02,1
259,BS280IR,Michelino,Marra,21,Toyota,four,116,9989,1998/10/27,2012/01/14,2013/12/21,2
260,EW330EP,Oldo,Mele,30,Toyota,four,70,8358,2009/03/19,2011/07/17,2013/05/25,2
261,BZ545SG,Olfino,Donati,55,Peugot,four,95,13200,2000/01/16,2011/07/21,2015/09/04,2
262,DH272AK,Vitantonia,Aiello,63,Audi,five,110,15250,2009/03/04,2011/12/18,2013/03/25,2
263,BR672OV,Fenimola,Pastore,20,Porsche,six,207,32528,2005/08/16,2016/04/02,2016/04/09,3
264,BZ535GR,Odorino,Ricci,43,Volkswagen,four,52,7775,2005/10/31,2010/09/12,2015/02/23,3
265,BZ864AJ,Aldemiro,Gatti,35,Nissan,six,152,14399,1995/02/02,2001/05/06,2011/08/11,3
266,BA504WJ,Trentina,Olivieri,70,Dodge,four,88,8921,2010/01/28,2010/11/16,2011/11/04,1
267,AG321AK,Magdalena,Ferrari,41,Volkswagen,four,52,7775,2000/10/11,2006/01/28,2013/02/12,3
268,CW576JE,Mena,Ferri,27,Nissan,four,69,6649,2006/08/17,2013/12/11,2016/02/24,2
269,BY165SX,Novembrino,Marchi,72,Volvo,four,162,18950,2005/11/28,2007/10/23,2010/04/02,1
270,CY757TR,Fasana,Moretti,56,Toyota,four,70,9258,2011/01/26,2012/01/10,2012/11/23,2
271,EY180CQ,Nirvano,Benedetti,59,Volkswagen,four,90,9980,1994/03/17,2004/04/11,2013/06/22,1
272,AH351HB,Idolina,Napolitano,76,Chevrolet,four,70,6295,1993/07/19,1998/10/02,2009/08/29,3
273,EA123ZV,Eufrasina,Testa,88,Nissan,four,69,5499,2005/10/21,2010/04/28,2010/11/04,2
274,CI387YJ,Filda,Rossi,34,Toyota,four,92,11248,2012/04/18,2013/06/27,2013/12/29,1
275,EH753VX,Angioletta,Amato,53,Subaru,four,82,8013,1989/01/10,1998/01/11,2013/11/11,1
276,AV856CT,Fidelfio,Cirillo,59,Plymouth,four,145,12764,2001/01/20,2007/11/22,2012/07/10,1
277,EU680EY,Orisme,Vitali,74,Volvo,four,160,19045,2001/09/28,2006/04/02,2014/11/20,2
278,BV504ML,Ferdina,Poli,54,Nissan,four,69,7499,1993/12/10,2009/04/28,2015/12/13,1
279,AF147JE,Mimma,Fabbri,54,Bmw,six,182,36880,2012/05/02,2012/05/16,2013/02/15,1
280,BT170KY,Rosato,Ferro,28,Chevrolet,three,48,5151,1996/05/04,2006/08/18,2008/07/28,3
281,EK146RJ,Odinello,Barbieri,63,Volkswagen,four,100,9995,2002/07/19,2006/12/22,2007/05/01,3
282,BE785WI,Giani,Costa,31,Mazda,two,135,15645,2013/04/24,2016/01/09,2016/04/14,3
283,DO082TR,Nicea,Santini,87,Peugot,four,95,17950,2010/08/26,2011/06/19,2015/09/08,2
284,DD815NX,Cireneo,Lombardi,73,Honda,four,58,6479,2001/06/28,2002/07/19,2007/11/30,3
285,CA458XQ,Sisinnia,Martini,85,Nissan,six,160,18399,1997/03/25,2011/03/26,2012/10/03,2
286,EX103NH,Vanno,Bianchi,87,Peugot,four,95,13860,1996/10/21,2008/07/01,2011/05/17,1
287,EZ247DC,Filda,Bernardi,70,Renault,four,68,9295,1996/06/17,1998/07/07,2005/02/02,2
288,EW548BH,Polito,Barbieri,76,Dodge,four,68,6692,1989/01/25,2015/04/23,2016/04/05,1
289,EQ717FZ,Alpiniano,Ferrara,50,Toyota,four,70,9258,1996/04/29,2013/09/15,2015/11/13,2
290,ER364GH,Fano,Vitale,27,Plymouth,four,68,5572,1993/08/11,1994/01/05,2001/03/09,2
291,AJ737EH,Robis,Milani,19,Toyota,four,56,7788,1990/10/18,2015/04/12,2016/03/19,3
292,BJ573ZX,Jacopa,Gatti,61,Volkswagen,four,68,13845,1996/07/18,2012/03/29,2013/09/16,1
293,CH376OW,Armanda,Fontana,56,Toyota,four,70,6938,2007/10/20,2015/04/26,2015/10/14,1
294,EQ272KJ,Placido,Leone,82,Dodge,four,68,6229,1995/05/13,1996/12/08,2012/11/27,1
295,DH137SX,Delina,Guerra,82,Nissan,four,97,8949,1995/06/06,1998/02/22,2009/06/29,2
296,ER622OL,Celsino,Villani,24,Toyota,four,92,9988,1994/02/25,2002/03/05,2007/09/01,2
297,BB742YP,Luisina,Aiello,20,Volvo,four,114,16845,1991/08/19,2001/09/15,2014/02/20,2
298,BX373OT,Benuccia,Ferrante,24,Saab,four,110,12170,2013/04/20,2014/02/09,2014/03/21,2
299,CP760OE,Severa,Ferretti,48,Audi,five,110,18920,1997/12/31,2000/07/22,2015/03/15,3
300,DD821KK,Finalbo,Monaco,30,Mercury,four,175,16503,1996/12/25,1999/02/24,2014/05/31,2
301,DR166ZB,Dalia,Perrone,43,Isuzu,four,90,11048,1990/06/19,2001/04/26,2001/12/06,2
302,EU026OX,Ulderica,Ricciardi,22,Volkswagen,four,68,13845,2006/05/28,2010/02/28,2011/05/24,2
303,DT533MX,Ermolao,Villani,27,Peugot,four,95,15580,1992/01/18,2003/09/06,2008/05/22,2
304,CS862XI,Riposa,Grassi,27,Mazda,four,64,10795,2005/07/26,2009/12/08,2011/11/14,3
305,DB341QR,Calimero,De Luca,40,Audi,five,160,16500,1992/12/04,2000/02/10,2005/07/08,1
306,DH366DV,Bortolina,Greco,18,Mazda,four,72,18344,1990/12/05,2006/01/17,2011/03/10,3
307,CH820EL,Foscola,Romano,24,Nissan,four,69,6649,2010/03/04,2012/12/06,2015/04/10,2
308,EL727XZ,Iris,Colombo,61,Mazda,four,120,18280,2002/08/18,2007/02/15,2015/07/07,3
309,DX383NE,Marcolino,Bernardi,52,Isuzu,four,78,6785,2003/03/01,2004/07/10,2014/09/02,2
310,DY287BA,Clia,Fusco,21,Peugot,four,95,16695,1996/02/08,2001/01/19,2014/03/24,2
311,DM754ED,Idea,Pace,26,Mazda,four,68,5195,1997/06/30,1999/07/07,2009/04/22,3
312,BW106AN,Rizzano,Cattaneo,41,Bmw,six,121,20970,2010/08/29,2013/06/01,2014/08/25,2
313,EQ343AA,Esvaldo,Pace,24,Subaru,four,82,7126,1992/02/10,1996/04/20,2002/08/10,3
314,BB140CN,Clotilde,Sanna,77,Porsche,six,207,32528,2011/01/31,2015/07/05,2016/02/20,3
315,BQ121LS,Filippino,Rinaldi,61,Volkswagen,four,52,7775,1990/11/08,2004/02/09,2012/07/06,1
316,AD066GN,Ansano,Piras,21,Toyota,four,62,8778,2011/09/02,2013/02/07,2013/10/18,3
317,AL050MD,Cleonte,Fiore,78,Chevrolet,four,70,6295,1990/12/08,2011/02/07,2011/08/14,1
318,AK381TE,Lellio,Vitale,33,Dodge,four,68,5572,2008/11/20,2014/03/23,2014/06/06,2
319,CC252RG,Aulo,Vitali,25,Dodge,four,68,7609,2004/04/02,2013/09/24,2015/09/23,3
320,EH088UE,Romenia,Colombo,78,Bmw,six,182,30760,2002/09/01,2008/10/03,2014/02/13,1
321,EO345PH,Zanello,Calabrese,70,Toyota,four,116,11549,1989/07/30,2007/04/06,2010/12/05,2
322,CD361JY,Asteria,De Santis,63,Nissan,six,152,14399,2001/09/01,2012/03/25,2013/03/06,2
323,CX832BW,Paolino,Proietti,65,Honda,four,100,10345,2011/03/26,2015/12/05,2016/01/09,2
324,DY348SA,Rosamaria,Ferrara,53,Subaru,four,111,11259,2002/04/13,2015/11/09,2016/01/22,2
325,BU333RF,Alboina,Barbieri,43,Toyota,four,116,11549,2004/11/30,2005/03/02,2012/09/28,2
326,BQ582XS,Sperandino,Battaglia,42,Mazda,four,64,10795,2007/07/04,2010/08/09,2012/12/06,3
327,AN334RF,Floresita,Martini,25,Toyota,four,112,9298,1999/02/13,1999/05/13,2009/11/29,3
328,ER074ER,Eritreo,Barone,46,Volvo,four,114,22625,1994/03/18,1997/09/26,2006/05/12,1
329,AK186SD,Quintino,Giorgi,32,Peugot,four,95,15580,1994/01/01,2001/10/11,2011/12/05,2
330,BS623HH,Parise,Giorgi,63,Peugot,four,95,17950,1990/07/07,2002/07/28,2007/11/14,1
331,DW112HB,Fulgido,Riva,36,Saab,four,110,11850,1993/02/24,2014/10/28,2016/01/05,3
332,EF335TU,Venera,Leone,79,Audi,five,110,15250,1997/05/17,2012/12/25,2013/06/22,1
333,EU311MM,Audenzia,Pellegrino,55,Volkswagen,five,110,13295,1990/05/14,1997/07/09,2013/09/03,3
334,BY586FR,Idalba,Fumagalli,40,Volvo,four,114,12940,2002/10/11,2012/11/15,2014/04/15,3
335,EQ885MK,Vannina,Franco,26,Toyota,four,112,9538,2007/09/13,2011/07/22,2014/11/04,3
336,AS640FQ,Rosolo,Riva,51,Volkswagen,four,68,13845,1994/09/18,2007/07/16,2016/01/08,1
337,EI767AY,Bertina,Gargiulo,40,Porsche,eight,288,16500,1997/10/18,2004/08/23,2007/01/31,3
338,ET638XG,Ormisdo,De Simone,77,Subaru,four,82,7126,1994/01/28,2009/03/19,2012/12/01,2
339,AG666QK,Como,Rossi,38,Toyota,four,70,7738,1997/01/03,2014/01/11,2014/09/07,3
340,CN338GP,Fedora,De Angelis,89,Volkswagen,four,85,8495,2007/04/17,2015/06/16,2016/04/07,2
341,BH177GC,Tilia,Ruggiero,40,Dodge,four,102,8558,1999/04/21,2011/11/21,2014/01/31,3
342,CH263LB,Memmo,Piccolo,40,Mazda,four,68,7395,1990/10/13,2009/02/03,2009/12/24,3
343,ET428JI,Onesima,Leone,78,Nissan,six,152,13499,1990/10/05,2015/04/11,2015/12/12,2
344,BJ587JU,Lucilla,Gentile,73,Bmw,six,182,41315,1999/03/25,1999/09/18,2007/08/01,1
345,DK200CH,Gilla,Valentini,18,Plymouth,four,68,7609,2011/08/11,2012/05/28,2013/09/26,3
346,AZ536UY,Venezia,Rossi,79,Chevrolet,four,70,6295,2004/03/17,2011/06/27,2015/06/16,3
347,BP411WV,Alfonsino,Ferri,34,Nissan,four,69,7799,1998/06/25,2008/07/28,2013/01/06,3
348,EI204DN,Almerina,Benedetti,25,Bmw,four,101,16430,1992/11/14,2004/01/20,2012/09/10,1
349,EX287IG,Florigi,Bernardi,39,Toyota,six,161,15998,1997/04/21,2012/11/26,2015/09/11,1
350,AF715AY,Rudiano,Brambilla,18,Peugot,four,95,13860,2009/01/17,2010/11/19,2013/01/12,2
351,BI847HK,Comunardo,Ferrante,52,Nissan,four,69,7799,2002/11/13,2007/11/24,2009/08/30,2
352,EC455PZ,Altemio,Albanese,69,Porsche,eight,288,16500,2008/08/23,2011/12/12,2012/09/02,3
353,BO218JR,Lanfranca,Gentile,22,Mazda,four,120,18280,1993/06/25,2005/03/05,2008/05/10,2
354,CA178TS,Benina,Farina,87,Subaru,four,82,7463,1998/10/09,2001/07/14,2006/08/09,1
355,CT646NH,Balda,Costantini,42,Mazda,four,68,6695,2012/01/15,2014/06/22,2015/03/06,3
356,CF812GT,Riode,Bruni,61,Dodge,four,68,6377,1990/10/10,2005/02/18,2011/03/16,2
357,AE351TN,Nedda,Ferretti,79,Dodge,four,145,12964,2001/02/20,2005/03/13,2015/03/19,3
358,BH802AP,Furiano,Garofalo,79,Nissan,four,69,7299,2003/03/20,2013/04/29,2013/12/01,3
359,BP426UJ,Nilo,Morelli,22,Volkswagen,four,85,8195,2009/07/23,2015/11/26,2016/01/01,3
360,CO773HK,Taziana,Palmieri,32,Nissan,four,69,6849,2013/05/30,2015/07/03,2015/11/20,1
361,EC107BN,Oridano,Pepe,89,Dodge,four,68,7609,2006/03/06,2015/12/11,2016/03/11,2
362,CH648GP,Werther,Bruni,44,Bmw,six,121,21105,2007/08/29,2009/08/12,2011/06/12,3
363,BM730RE,Mirano,Marchi,43,Plymouth,four,68,7609,1989/03/27,2000/12/31,2002/08/14,3
364,BE243AU,Selva,Guerra,44,Nissan,four,69,6849,1993/03/12,2014/06/03,2016/03/13,2
365,DC824HT,Remiggio,Caruso,69,Dodge,four,68,7609,1990/08/31,2003/10/05,2004/02/04,3
366,DD465UO,Sibilla,Sala,76,Isuzu,four,70,16500,2010/02/07,2012/08/26,2016/02/20,3
367,CX576UM,Giannozzo,Ruggeri,75,Mercedes-benz,five,123,25552,2001/03/03,2009/05/02,2013/03/05,2
368,DC481DJ,Barberino,Marra,62,Honda,four,86,10295,1993/12/27,2000/07/09,2007/06/15,3
369,CS372BW,Duccia,Palumbo,49,Volkswagen,four,52,7775,2009/03/06,2016/03/07,2016/03/17,1
370,BD323UQ,Bonifacio,De Simone,40,Chevrolet,four,70,6295,2010/10/13,2015/10/08,2016/03/23,3
371,DY327VZ,Marcello,Lombardi,45,Toyota,four,62,7898,2010/08/17,2015/03/01,2015/06/13,1
372,EH387KY,Ligio,Poli,47,Mazda,four,64,10795,1989/11/12,1998/06/17,2011/12/02,2
373,AW733ZF,Abdon,Grimaldi,38,Toyota,four,116,11199,2003/03/02,2004/04/30,2010/11/25,2
374,CO826WF,Orsio,Marra,46,Mazda,four,84,10245,1999/03/10,2007/07/29,2015/12/02,2
375,AJ486HA,Dulcinea,Vitali,51,Mercedes-benz,five,123,31600,2007/03/02,2009/06/05,2013/03/13,2
376,BR377II,Lenio,Pozzi,23,Saab,four,110,12170,1991/07/19,1998/11/23,2003/01/12,2
377,BO052VS,Adelcisa,Greco,50,Volkswagen,five,110,13295,2009/03/29,2010/11/18,2012/07/11,3
378,DZ565CI,Enzio,Santini,33,Subaru,four,111,11259,2007/11/01,2012/02/16,2014/10/18,1
379,BN858DX,Luciano,Costantini,74,Peugot,four,97,11900,2010/06/12,2015/12/08,2016/03/20,1
380,AK068ED,Emanuello,Orlando,44,Nissan,four,69,7499,1990/06/23,2005/02/20,2005/03/11,2
381,EG023RN,Evangelia,Montanari,52,Chevrolet,four,70,6575,2011/10/10,2015/03/08,2016/02/17,1
382,EE270DB,Perlina,Monaco,63,Toyota,four,70,6938,2005/05/21,2007/08/21,2008/02/16,1
383,EN503MF,Minio,Battaglia,58,Subaru,four,73,7053,1990/12/16,2005/02/09,2012/12/08,3
384,ED552PK,Toto,Poli,41,Nissan,four,69,7349,1991/12/04,2001/03/18,2011/03/09,2
385,AE477JC,Protasio,Battaglia,49,Mazda,four,84,11245,1995/10/02,2007/03/04,2014/02/03,2
386,EY147GV,Placida,Ferri,68,Saab,four,160,18620,2008/10/16,2014/10/23,2014/12/12,1
387,DB156FP,Dina,Monaco,70,Jaguar,twelve,262,36000,2008/03/14,2016/04/15,2016/04/23,1
388,BR637VB,Saviano,Pastore,57,Mercedes-benz,five,123,31600,2012/11/15,2015/08/21,2016/03/13,1
389,DH133WP,Raimo,Napolitano,88,Volkswagen,four,68,13845,1990/07/16,2008/06/14,2014/06/06,2
390,CP871TS,Mercuria,Colombo,74,Peugot,four,95,13860,1989/07/14,2009/10/07,2016/01/06,1
391,EB732LK,Ionello,Perrone,54,Saab,four,110,11850,2002/01/03,2006/10/27,2015/09/13,3
392,EY437GW,Libiana,Carbone,50,Chevrolet,three,48,5151,1999/07/12,2000/08/10,2010/06/10,1
393,AH000OW,Navarro,Fontana,78,Bmw,six,182,36880,2004/03/08,2014/02/20,2015/10/22,1
394,AP335QO,Rea,Orlando,68,Mazda,two,101,11845,2008/10/05,2013/10/30,2015/07/25,2
395,AO472NL,Brunellesco,Gargiulo,71,Jaguar,six,176,32250,2001/12/22,2008/12/18,2010/09/20,1
396,AQ363RR,Gianuario,Marra,59,Mitsubishi,four,68,6189,1994/08/18,2001/03/06,2013/02/21,3
397,BJ480FD,Placidino,Serra,86,Honda,four,60,5399,2000/05/11,2011/02/11,2016/03/12,1
398,DC731AI,Iacopo,Cirillo,87,Bmw,six,182,30760,1999/12/25,2015/10/17,2015/12/15,1
399,EA010JO,Valleverdina,Rossi,32,Dodge,four,102,8558,2000/05/21,2008/09/12,2015/10/17,2
400,DU725XM,Salvo,Greco,71,Plymouth,four,68,5572,1993/09/15,2004/06/04,2005/06/28,1
401,DF424NQ,Dazzo,Lombardi,57,Volvo,six,106,22470,1991/01/11,1998/08/31,2003/07/25,2
402,AF640VR,Fiovo,Perrone,46,Toyota,four,92,9988,2011/10/21,2013/03/07,2013/12/18,2
403,BU613EN,Reggina,Romano,19,Honda,four,76,7295,2007/08/21,2008/01/26,2015/02/28,1
404,CA832ON,Oliero,Rizzo,64,Toyota,four,112,9538,2012/10/03,2013/11/29,2015/10/18,1
405,DJ811KC,Concezio,Neri,81,Isuzu,four,70,16500,2003/03/20,2003/05/10,2011/12/12,2
406,DL804PF,Florentia,Greco,76,Bmw,six,121,24565,2009/04/30,2013/07/04,2015/06/06,3
407,ET582HM,Martira,Vitali,66,Subaru,four,94,9960,1992/08/25,2012/04/04,2012/06/03,2
408,BW622FX,Ottelma,Monaco,44,Bmw,six,121,21105,1991/07/05,2008/08/27,2010/08/30,2
409,CV665IM,Nelia,Fabbri,78,Audi,five,110,15250,1994/11/13,2005/02/21,2005/05/23,2
410,EE206RW,Roviglio,Bellini,63,Honda,four,86,10295,2005/09/06,2011/08/12,2016/04/15,1
411,EY346UI,Edesia,Fabbri,63,Nissan,four,69,6849,1995/10/28,2011/04/19,2015/06/07,3
412,EH443LN,Firio,Rossetti,84,Toyota,four,62,8778,1993/05/30,1998/02/20,2015/12/16,2
413,EV351CV,Calvio,Colombo,54,Audi,four,102,13950,2011/11/01,2015/09/15,2016/01/11,2
414,BQ652GJ,Ippazia,Leone,68,Subaru,four,82,7126,2007/04/26,2008/02/05,2010/05/19,2
415,EU372AJ,Valdimaro,Romano,73,Audi,four,102,13950,1996/10/28,2011/05/12,2013/05/01,1
416,EH168OR,Eusebia,Gatti,70,Toyota,six,161,15998,1989/10/05,1998/10/30,2009/08/15,2
417,DJ835NN,Abelina,Bellini,55,Subaru,four,94,9960,2006/01/06,2006/02/23,2008/01/06,2
418,DN804AE,Fiorigia,Esposito,60,Mercedes-benz,five,123,31600,1992/03/17,2012/04/24,2015/02/22,1
419,CS466RF,Tito,Guerra,48,Mercedes-benz,five,123,28176,1998/10/01,1998/12/24,2003/02/12,3
420,AS235CP,Enoc,Palmieri,44,Toyota,four,116,8449,2010/03/09,2012/08/16,2013/02/08,2
421,BD172SA,Tinuccia,Silvestri,79,Volvo,six,134,21485,1998/07/06,2014/11/13,2015/09/12,3
422,EW886LI,Gianlucia,Bruno,35,Saab,four,160,18150,2000/02/01,2002/02/12,2013/12/06,1
423,EJ655TW,Barbarina,Carbone,70,Peugot,four,95,13860,2007/04/05,2012/01/01,2012/06/10,2
424,EE613MW,Napoleone,Marra,76,Toyota,four,92,9988,1995/12/06,2001/04/23,2010/08/03,3
425,BF441LU,Amilcara,Marchi,88,Toyota,four,92,8948,1990/02/05,2001/03/10,2016/04/16,3
426,CT385JZ,Marziale,Caruso,75,Saab,four,160,18150,1992/12/23,2004/08/25,2010/12/31,3
427,BO731KK,Ode,Volpe,46,Toyota,four,62,8778,1989/03/09,2001/06/13,2011/04/20,3
428,AL818DJ,Onesta,Greco,27,Honda,four,76,7129,1999/04/22,2002/08/15,2004/09/04,2
429,EY024GV,Villelmina,Ceccarelli,88,Bmw,four,101,16925,1992/11/13,1994/08/08,2014/03/26,3
430,EZ055IA,Oleana,Proietti,73,Saab,four,110,15510,1990/02/01,1999/03/12,2009/11/21,1
431,DV705PJ,Guerina,Moretti,59,Nissan,four,69,5499,1995/03/29,1999/07/29,2013/04/14,2
432,CP115GG,Manuela,Parisi,26,Toyota,four,70,9258,1993/08/05,2005/03/19,2010/07/22,3
433,AP754XB,Filodemo,Marini,86,Mitsubishi,four,116,9279,2012/09/28,2012/10/24,2014/07/18,2
434,DN302TU,Festilia,Mariani,25,Isuzu,four,78,6785,1996/06/24,2005/12/12,2006/02/02,2
435,BF040EG,Orlando,Zanetti,31,Subaru,four,94,9960,1996/06/29,2005/09/10,2015/07/27,2
436,BK581TC,Rovelio,Costantini,45,Audi,four,102,13950,2004/08/31,2012/06/06,2015/04/03,3
437,AA360IG,Vergiglio,Marchi,79,Plymouth,four,68,7609,2004/01/03,2012/01/25,2013/03/01,3
438,AO772WW,Mea,Palumbo,89,Honda,four,86,9095,1989/08/05,1997/05/30,2011/08/10,3
439,CM783CZ,Argante,Benedetti,86,Subaru,four,111,11694,1990/04/05,2005/09/21,2013/01/01,2
440,BF674FY,Zino,Sala,47,Subaru,four,94,9960,1995/08/07,2006/05/18,2011/03/13,1
441,CN216GP,Valdomiro,Gentile,44,Mitsubishi,four,68,6669,2011/10/03,2012/06/26,2014/05/07,2
442,AU040JS,Narda,Rizzi,51,Audi,five,140,23875,2008/03/31,2013/11/09,2014/01/08,2
443,CU114MU,Candeloro,Moro,46,Jaguar,six,176,32250,2009/10/26,2015/07/06,2015/12/04,2
444,AW000RU,Purifica,Parisi,73,Mercedes-benz,five,123,25552,2007/01/21,2012/06/01,2014/03/04,1
445,AM827NS,Odelga,Ferri,71,Volvo,four,114,16845,2001/04/14,2004/10/12,2013/08/03,1
446,BZ500WW,Imer,Ceccarelli,60,Volvo,six,106,22470,1996/03/13,2000/01/08,2004/11/21,2
447,CC148CM,Felicit‡,Guidi,64,Nissan,six,200,19699,2006/01/20,2009/10/25,2014/10/24,1
448,BT371HK,Eufemio,Bianco,57,Audi,four,102,13950,2009/01/19,2009/06/05,2013/10/23,3
449,DC816RL,Neviano,Colombo,84,Subaru,four,82,9233,2010/08/22,2012/12/26,2013/04/11,1
450,DV056WA,Salvato,Rossetti,88,Volkswagen,four,85,8195,2008/11/18,2012/03/22,2015/04/14,1
451,BP410LK,Olfa,Pepe,67,Mitsubishi,four,145,12629,2012/06/26,2014/02/23,2014/08/05,1
452,BA306SF,Tersina,Donati,64,Toyota,four,70,9258,2012/08/23,2015/10/10,2015/11/02,2
453,BY063OO,Fantino,Basile,77,Toyota,four,116,8449,1995/10/25,2007/12/11,2011/03/13,2
454,EJ146JS,Reano,Costa,59,Mazda,two,101,10945,1992/03/02,2000/12/30,2007/11/17,2
455,BL307QF,Florisa,Messina,23,Bmw,six,182,30760,2013/02/01,2015/10/16,2016/03/22,3
456,DX106IR,Apollo,Caruso,18,Porsche,six,207,37028,1997/09/22,2015/07/03,2016/02/11,2
457,BW273HI,Erveno,Lorusso,28,Toyota,four,116,11549,2010/07/29,2011/07/31,2015/10/31,3
458,BF627JH,Ateno,Brambilla,43,Volvo,four,114,13415,1993/05/01,2013/09/25,2015/11/17,2
459,AW236HI,Tobiolo,Ricciardi,23,Subaru,four,82,7463,2011/01/17,2011/06/27,2013/02/13,3
460,BB535QU,Varino,Esposito,89,Chevrolet,four,70,6295,2001/10/26,2015/05/05,2015/10/02,3
461,DS721ST,Accursia,Zanetti,58,Audi,five,115,17450,1995/03/03,2001/06/12,2012/10/26,3
462,BY507TK,Renso,Basile,87,Dodge,four,145,12964,1989/08/29,1991/12/24,2010/06/01,3
463,BN767AA,Annunziatina,Martinelli,28,Toyota,four,112,9538,2012/11/11,2015/01/21,2016/03/20,2
464,BY511GL,Onesino,Giordano,88,Honda,four,60,5399,1993/03/02,1995/01/14,2005/08/20,3
465,EF240SB,Gisto,Ferrari,77,Renault,four,68,9895,1999/10/29,2002/06/08,2004/12/24,2
466,DD280PC,Muziano,Arena,88,Mazda,two,101,10945,1994/12/19,2009/09/19,2012/09/03,2
467,ET214ES,Ostella,Pellegrini,68,Volvo,four,162,18950,2006/08/25,2012/06/19,2015/07/26,3
468,AL373HW,Raffaela,Moro,29,Toyota,four,70,7198,2011/04/23,2012/09/19,2013/02/18,2
469,DH717GZ,Peppe,Galli,61,Isuzu,four,78,6785,1992/07/07,2006/01/22,2007/03/07,2
470,EJ427ON,Ariosto,Ferrari,29,Volkswagen,five,110,13295,1989/09/24,1995/07/17,2014/07/04,2
471,AN556TJ,Alfierino,Rossetti,79,Mitsubishi,four,145,12629,2010/02/22,2015/07/21,2015/11/18,1
472,EY406HU,Ermes,Catalano,23,Mitsubishi,four,145,12629,1993/05/15,2016/02/19,2016/02/28,3
473,BI205YH,Feba,Ferraro,53,Volvo,four,114,22625,1990/11/16,1996/10/08,2012/06/01,2
474,ED674VP,Glicerio,Basile,86,Toyota,six,161,16558,1990/07/13,2006/12/30,2012/04/22,3
475,AO652FE,Simonetta,Ferri,29,Toyota,four,62,7898,2007/03/19,2008/10/02,2015/08/14,3
476,BA148XR,Fabbrizio,Castelli,28,Nissan,four,69,7299,1990/06/21,1997/02/11,2002/03/03,1
477,DA847QA,Letterina,Cattaneo,43,Mitsubishi,four,68,6669,2008/03/21,2008/05/22,2012/12/26,3
478,EC632TR,Festilia,Mariani,73,Peugot,four,97,11900,1997/08/13,2007/10/16,2012/10/25,2
479,EB243PV,Radames,Brambilla,62,Saab,four,110,12170,1990/10/23,1994/06/16,1994/07/23,1
480,AT727LO,Stefanino,Gatti,68,Toyota,four,116,9639,2002/01/13,2014/07/16,2014/08/06,3
481,EG184HY,Gabiria,Amato,44,Honda,four,60,5399,2003/05/22,2013/03/12,2013/07/03,2
482,CX355KE,Mirvana,Poli,63,Toyota,four,116,17669,2011/02/25,2012/03/06,2014/03/25,1
483,BM652OO,Firmino,Pepe,50,Dodge,four,102,8558,1996/03/03,1997/10/08,2014/11/09,3
484,EZ340SR,Artide,Greco,25,Plymouth,four,68,7609,1998/02/23,2004/09/19,2009/08/06,1
485,AJ088DF,Fiorello,Ferrari,76,Volkswagen,four,85,8495,1989/12/21,2014/04/22,2014/12/07,2
486,BA112HT,Ortenzo,Silvestri,20,Honda,four,86,10295,1998/06/23,2006/07/26,2014/10/09,1
487,AU672KI,Grisante,Valentini,57,Mercedes-benz,eight,155,35056,1995/09/04,1996/11/30,2011/02/15,2
488,DT104GD,Primitiva,Valentini,81,Nissan,four,97,9549,1999/03/24,2003/03/21,2012/03/27,2
489,DI120TO,Veneziano,Fiore,30,Audi,five,110,18920,2006/05/17,2008/02/05,2011/01/05,1
490,DU221VN,Livietta,Galli,55,Plymouth,four,88,8921,2002/02/20,2005/01/15,2006/03/08,3
491,DO882HS,Bardomiano,Cavallo,45,Mercedes-benz,five,123,25552,2001/04/27,2001/06/19,2010/01/22,3
492,CQ647FU,Alfiera,Moretti,24,Bmw,six,182,30760,2003/09/06,2004/12/29,2005/12/03,3
